id,customer_id,account_number,account_type,currency,balance,status,opened_at
5359,2783,GB1849314268506,savings,GBP,15406.92,frozen,2025-07-29T16:26:55
5360,2784,US8400367591500,checking,USD,3197.31,active,2026-01-01T06:53:10
5361,2784,US9637287629151,savings,USD,16187.38,active,2025-11-13T06:44:38
5362,2785,US7731845735915,credit,USD,-3802.08,active,2026-03-26T00:40:25
5363,2786,NL8040366577000,savings,EUR,29415.48,closed,2024-01-01T13:57:50
5364,2787,CA1759035370560,checking,CAD,656.87,active,2023-09-26T05:06:22
5365,2788,AE2231245611885,checking,AED,6732.51,active,2026-02-12T20:54:47
5366,2788,AE7263754828346,checking,AED,5662.47,active,2025-11-09T04:28:44
5367,2788,AE9788189967303,savings,AED,96.27,closed,2025-05-29T05:43:33
5368,2789,DE2355797029167,savings,EUR,18198.16,active,2025-06-05T07:29:01
5369,2790,US9928888781832,savings,USD,4246.04,closed,2026-04-17T17:37:42
5370,2791,GB1614484778859,checking,GBP,2139.74,active,2025-01-01T04:41:12
5371,2791,GB3768180216495,checking,GBP,6542.8,frozen,2024-10-12T10:35:13
5372,2791,GB9092897196703,savings,GBP,13301.08,active,2025-04-19T19:35:58
5373,2791,GB4632875541997,checking,GBP,3070.16,active,2026-01-15T01:12:37
5374,2792,PT3924801571042,checking,EUR,7963.25,frozen,2025-12-24T04:16:24
5375,2792,PT5535822074180,checking,EUR,7828.21,closed,2022-07-01T01:19:23
5376,2793,IT3676424615538,savings,EUR,17583.89,active,2026-01-15T10:06:25
5377,2794,CA5966025452002,savings,CAD,6748.11,active,2024-02-04T18:51:40
5378,2794,CA3138215281524,checking,CAD,265.63,frozen,2024-12-04T00:48:04
5379,2795,US3545908827146,checking,USD,62.53,active,2023-04-20T19:31:29
5380,2795,US4777315769846,checking,USD,2915.34,closed,2022-05-15T06:27:57
5381,2795,US8511768713617,savings,USD,8670.07,active,2025-07-23T16:45:31
5382,2795,US1278964482940,savings,USD,35353.95,active,2022-11-07T11:51:11
5383,2796,UA7904493320385,checking,UAH,31657,frozen,2024-09-06T17:31:12
5384,2796,UA6817621982501,savings,UAH,485721.64,closed,2026-05-07T07:30:52
5385,2796,UA8646959489963,savings,UAH,207351.77,closed,2024-04-04T22:11:27
5386,2797,GB7195460312123,savings,GBP,7768.83,active,2024-09-24T17:43:53
5387,2797,GB8771007128201,savings,GBP,6499.16,active,2026-03-07T12:16:07
5388,2798,NL3085786273564,credit,EUR,-2518.84,active,2026-05-11T20:33:57
5389,2798,NL5099482851709,checking,EUR,3703.51,active,2024-11-20T06:01:47
5390,2799,GB7051401053146,checking,GBP,5777.68,active,2024-04-15T22:26:09
5391,2800,GB2071974044386,checking,GBP,6787.7,active,2026-03-31T12:53:37
5392,2800,GB5786292329819,credit,GBP,-4229.76,active,2026-03-20T13:11:12
5393,2800,GB2201588439843,checking,GBP,7070.86,active,2025-11-21T05:13:23
5394,2800,GB4934411020095,savings,GBP,18607.57,active,2025-12-08T13:22:27
5395,2801,DE2765612259488,checking,EUR,3484.5,closed,2024-05-14T05:10:41
5396,2801,DE7666950024673,checking,EUR,4834.47,closed,2024-11-09T16:45:38
5397,2801,DE6808644122417,checking,EUR,994.69,active,2025-02-25T12:05:41
5398,2802,US6070248050199,checking,USD,2958.08,closed,2025-09-20T04:29:18
5399,2803,US1797221814318,checking,USD,1643.91,closed,2026-05-15T06:37:13
5400,2803,US8977969173912,checking,USD,4447.38,active,2025-03-08T22:16:32
5401,2803,US8273516957278,checking,USD,7003.28,active,2026-03-14T00:51:06
5402,2804,CA6637052549621,savings,CAD,5764.89,active,2025-02-07T02:14:57
5403,2804,CA3604342692689,savings,CAD,40153.51,active,2024-06-13T10:43:29
5404,2804,CA8723321970696,checking,CAD,2113.75,active,2023-11-19T16:07:50
5405,2804,CA7944541946650,savings,CAD,35473.48,active,2023-09-06T23:56:16
5406,2805,DK2371935392965,savings,DKK,30189.31,active,2025-02-04T15:30:06
5407,2806,TR2078256146325,savings,TRY,794494.27,active,2025-10-07T06:02:42
5408,2806,TR9755248185572,savings,TRY,221351.49,closed,2025-10-09T06:18:49
5409,2807,AE6088329056763,checking,AED,1364.99,closed,2026-04-22T03:59:17
5410,2807,AE3396074090214,checking,AED,29.99,frozen,2026-03-21T00:19:57
5411,2807,AE4752361127229,savings,AED,4382.01,active,2026-04-11T22:20:19
5412,2808,PT5818009975908,checking,EUR,5314.43,active,2025-10-05T04:28:27
5413,2808,PT2858663583139,savings,EUR,13119.49,active,2025-08-05T07:25:30
5414,2809,GB6624791966751,savings,GBP,8781.5,active,2026-03-18T19:43:56
5415,2810,IT4566861785040,checking,EUR,6039.51,active,2026-03-15T04:42:30
5416,2811,BR6831650857630,checking,BRL,11530.9,frozen,2025-01-19T05:39:48
5417,2812,UA1655195950624,checking,UAH,229422.77,closed,2025-05-01T14:33:09
5418,2812,UA3836387182125,savings,UAH,655600.14,active,2025-06-06T11:20:31
5419,2813,NL9935661252120,savings,EUR,26547.95,active,2025-01-18T12:28:12
5420,2813,NL9654758557348,savings,EUR,10906.54,active,2024-06-08T16:30:27
5421,2814,FR8538302576470,checking,EUR,962.48,active,2025-05-24T18:48:23
5422,2814,FR7134431740324,credit,EUR,-344.81,active,2025-07-04T16:31:57
5423,2815,FR5337246634408,credit,EUR,-4870.09,active,2025-11-20T08:42:53
5424,2815,FR2322725413602,checking,EUR,2106.16,active,2025-11-11T11:09:30
5425,2816,US6666875986643,checking,USD,1628.71,active,2025-11-09T17:20:56
5426,2816,US2774302838198,savings,USD,14355.47,active,2025-02-15T17:09:45
5427,2817,UA1842495399928,savings,UAH,168085.74,active,2026-04-17T07:31:52
5428,2817,UA4696671114593,checking,UAH,204435.25,active,2026-02-11T13:16:45
5429,2817,UA1818286583320,checking,UAH,188712.21,active,2026-01-13T09:01:11
5430,2818,ES4910034090228,checking,EUR,748.68,active,2024-08-12T01:12:28
5431,2819,CA9554540030369,savings,CAD,3622.93,active,2024-02-26T01:52:14
5432,2820,PL4935223271270,checking,PLN,4147.53,active,2024-07-22T18:58:53
5433,2820,PL5176222885554,checking,PLN,1741.69,closed,2023-08-21T03:44:36
5434,2820,PL3273860963176,checking,PLN,282.19,active,2024-06-22T20:11:59
5435,2821,BE5159313992151,checking,EUR,2462.51,closed,2025-04-02T00:47:27
5436,2821,BE8478341065982,credit,EUR,-983.7,active,2025-07-20T03:21:19
5437,2821,BE4634884796334,checking,EUR,6097.83,active,2025-12-01T21:47:03
5438,2822,US2621355524175,savings,USD,33383.9,active,2025-08-04T13:48:42
5439,2822,US7923419415199,savings,USD,4899.04,closed,2022-12-17T00:29:27
5440,2822,US1083027153403,savings,USD,7644.43,active,2024-03-02T07:30:34
5441,2823,FR2746898273695,savings,EUR,12429.8,closed,2025-07-31T05:21:15
5442,2823,FR3214276718760,savings,EUR,64.7,active,2025-07-20T15:50:31
5443,2823,FR3382591630712,savings,EUR,11745.19,frozen,2025-07-07T11:39:25
5444,2823,FR3882923462782,checking,EUR,7161.97,active,2025-12-30T07:40:59
5445,2824,GB3412158128026,savings,GBP,12309.09,active,2026-01-09T17:55:34
5446,2824,GB5554129973039,savings,GBP,12.57,active,2025-09-11T18:54:03
5447,2825,ES3718431759994,savings,EUR,29066.96,active,2025-09-22T23:55:50
5448,2825,ES2227701776726,checking,EUR,2040.93,active,2025-11-10T17:23:24
5449,2826,PL4074757356232,checking,PLN,1756.75,active,2025-12-15T13:46:45
5450,2826,PL2172193458611,savings,PLN,59.21,active,2025-06-11T13:15:37
5451,2827,UA4837812874974,checking,UAH,233060.67,closed,2025-04-06T07:24:43
5452,2827,UA2946414913894,checking,UAH,164819.28,closed,2026-03-23T14:47:49
5453,2828,IN1473843585698,checking,INR,522430.48,closed,2026-04-01T00:16:30
5454,2828,IN6840996377086,checking,INR,592265.6,closed,2026-03-11T17:39:46
5455,2829,AU3542052921582,savings,AUD,15466.49,closed,2026-04-13T19:14:01
5456,2829,AU3419350486090,checking,AUD,4448.86,closed,2026-05-03T23:29:03
5457,2830,JP7180912169601,savings,JPY,306230.95,frozen,2026-05-03T06:33:26
5458,2831,IT1970948689942,checking,EUR,3312.83,frozen,2025-02-16T17:19:19
5459,2831,IT9783980265763,savings,EUR,16160.58,active,2022-11-25T11:43:35
5460,2832,AE1243307631473,checking,AED,4888.93,frozen,2025-03-05T01:57:32
5461,2832,AE8233957114929,savings,AED,38305.13,active,2025-04-07T07:17:48
5462,2833,GB5538539767987,credit,GBP,-4919.99,active,2026-03-03T15:52:09
5463,2834,DE2982514671570,savings,EUR,36421.99,active,2024-10-02T13:42:18
5464,2835,IN8084401653876,checking,INR,311605.94,active,2025-06-23T21:30:56
5465,2835,IN8356367052359,savings,INR,3229157.77,active,2024-05-21T08:58:53
5466,2836,TR9367420191236,checking,TRY,143419.89,active,2024-06-11T00:36:40
5467,2836,TR4204915711501,checking,TRY,210651.58,active,2025-08-03T07:15:37
5468,2837,AU5049378498294,checking,AUD,520,closed,2026-04-12T20:31:34
5469,2838,AU7792009220214,checking,AUD,4450.49,closed,2025-10-07T18:16:29
5470,2839,US4228683314377,savings,USD,20674.37,active,2025-01-22T09:17:28
5471,2840,FR8267900472530,savings,EUR,8577.42,frozen,2026-05-09T16:52:13
5472,2841,US7957990655623,checking,USD,3662.6,frozen,2024-10-27T07:11:34
5473,2842,PL8186462029076,checking,PLN,3653.13,active,2023-12-06T20:18:23
5474,2843,SG7891550148470,savings,SGD,6424.63,active,2026-01-17T03:56:24
5475,2844,US4505634551191,savings,USD,27987.08,active,2024-08-01T08:09:54
5476,2844,US7183137026466,checking,USD,5098.62,active,2023-01-19T08:40:31
5477,2845,US8014898095212,savings,USD,38591.65,closed,2024-07-31T15:06:41
5478,2845,US3786255179832,checking,USD,3948.2,active,2024-09-06T05:02:21
5479,2846,IT5038709821459,savings,EUR,13936.45,frozen,2025-01-05T00:12:46
5480,2847,MX6942493935574,savings,MXN,547938.28,active,2025-11-29T05:41:54
5481,2847,MX7142488826156,checking,MXN,89359.74,active,2025-05-27T01:26:17
5482,2847,MX3052363557282,credit,MXN,-36463.09,active,2024-02-29T08:35:17
5483,2848,US5193997046502,checking,USD,2347.67,active,2022-08-23T20:30:17
5484,2849,NL7401308336283,checking,EUR,7854.15,active,2026-03-30T16:35:43
5485,2849,NL3722987939296,savings,EUR,24479.45,active,2026-02-18T01:31:15
5486,2849,NL2780937539829,checking,EUR,448.13,active,2025-09-28T21:09:19
5487,2850,UA4190155145948,savings,UAH,698838.28,closed,2023-09-06T08:41:23
5488,2851,US5917512492567,checking,USD,5036.09,active,2025-09-19T13:58:19
5489,2851,US2924791689485,checking,USD,582.42,active,2026-02-10T18:59:36
5490,2852,IT6118874847698,credit,EUR,-3080.57,active,2026-04-28T03:50:08
5491,2852,IT5020584852711,savings,EUR,37275.07,active,2025-02-10T12:22:06
5492,2853,IT6222675031140,savings,EUR,17929.59,frozen,2021-11-26T21:13:51
5493,2854,FR8732358428037,savings,EUR,3255.24,closed,2026-03-27T10:01:22
5494,2855,PL6879876845970,checking,PLN,4709.18,frozen,2024-06-06T13:57:46
5495,2855,PL2923768196346,credit,PLN,-3811.97,active,2023-09-18T00:11:19
5496,2855,PL8288808748244,checking,PLN,3679.14,frozen,2024-08-09T05:12:50
5497,2856,UA1566875278797,checking,UAH,197300.31,frozen,2023-02-08T00:01:34
5498,2857,SG3912886741841,checking,SGD,927.84,frozen,2024-05-15T18:05:44
5499,2857,SG1452520037646,checking,SGD,7513.83,active,2023-01-28T04:22:28
5500,2858,MX3518263033794,savings,MXN,673828.72,active,2023-04-30T18:23:34
5501,2858,MX2407599728942,checking,MXN,112585.57,active,2023-06-28T15:50:07
5502,2858,MX3266917635058,savings,MXN,483081.81,frozen,2025-01-16T01:32:20
5503,2859,NL1563958237795,savings,EUR,5234.15,active,2024-06-05T13:31:42
5504,2859,NL7838180373244,checking,EUR,1367.25,frozen,2024-03-09T19:01:10
5505,2860,ES1711014165502,credit,EUR,-4491.08,closed,2026-03-21T16:05:54
5506,2861,MX2021649347316,savings,MXN,1000.46,frozen,2025-07-20T11:23:50
5507,2862,BE6469259197442,checking,EUR,3682.55,frozen,2023-05-15T01:43:53
5508,2863,SG4939792159948,checking,SGD,7582.46,active,2025-01-21T01:30:19
5509,2863,SG5500509595742,checking,SGD,4228.12,active,2025-11-02T14:45:56
5510,2864,GB4674795649368,savings,GBP,7287.89,active,2025-12-08T18:06:48
5511,2865,CH5479099560460,checking,CHF,1542.27,active,2022-03-28T17:46:11
5512,2865,CH5273959459573,checking,CHF,4627.17,active,2023-10-29T13:51:24
5513,2866,SE7039196338250,savings,SEK,11876.01,active,2025-11-17T21:03:16
5514,2867,ZA2340456797172,checking,ZAR,3158.71,active,2025-12-05T23:30:15
5515,2868,FR1295848049735,savings,EUR,4840.73,frozen,2026-01-31T01:41:43
5516,2869,PL5934237212070,checking,PLN,3998.64,active,2025-12-22T18:49:08
5517,2869,PL3584425916588,savings,PLN,3399.47,frozen,2024-10-14T00:07:25
5518,2870,KR3926683417175,checking,KRW,698832.96,frozen,2025-02-22T21:07:44
5519,2870,KR2284146056494,checking,KRW,697530.85,frozen,2024-11-07T06:52:00
5520,2871,BR6923388240995,checking,BRL,23516.36,closed,2026-03-05T04:25:41
5521,2871,BR4795416998681,checking,BRL,152.22,active,2025-05-24T11:51:39
5522,2872,ES4321660446725,checking,EUR,7096.99,frozen,2024-07-29T20:49:23
5523,2873,TR7906223651859,checking,TRY,134823.39,frozen,2025-04-04T12:30:09
5524,2873,TR5936372841299,checking,TRY,103154.22,active,2026-01-20T21:07:10
5525,2874,CA2401156576325,savings,CAD,54.9,active,2026-03-23T07:33:34
5526,2874,CA3734360211213,savings,CAD,38246.09,active,2025-09-26T09:24:48
5527,2874,CA5303159760651,savings,CAD,15.01,closed,2025-06-24T23:23:42
5528,2875,JP4695514658941,checking,JPY,246696.45,active,2026-03-18T23:49:13
5529,2876,GB9212742477409,checking,GBP,6853.6,active,2026-04-30T11:09:44
5530,2877,DK7075124499961,credit,DKK,-4218.79,active,2025-10-20T10:54:07
5531,2877,DK2706393352190,savings,DKK,11983.23,active,2026-03-18T21:27:05
5532,2877,DK4562359460924,savings,DKK,9784.52,closed,2026-04-25T21:11:03
5533,2878,ES3148000097501,checking,EUR,3397.94,active,2026-03-04T16:35:37
5534,2879,ES3139660455506,checking,EUR,5761.31,active,2026-05-01T03:51:32
5535,2880,UA1679996353573,savings,UAH,3433.19,active,2024-07-31T00:57:14
5536,2880,UA4386181467783,checking,UAH,283211.39,active,2023-08-09T16:00:26
5537,2880,UA4186183684221,savings,UAH,344998.15,active,2025-08-16T07:37:48
5538,2881,IT8894664528583,savings,EUR,18269.61,closed,2024-09-30T20:54:58
5539,2882,NL2836649545596,savings,EUR,1553.91,frozen,2026-01-26T09:50:44
5540,2883,FR9251962832761,savings,EUR,28555.04,active,2025-03-16T20:32:14
5541,2883,FR8807243142677,savings,EUR,16534.58,closed,2024-08-09T10:35:02
5542,2883,FR4796879956565,savings,EUR,89.12,frozen,2024-08-22T17:32:43
5543,2884,PL5005664836520,credit,PLN,-141.52,frozen,2025-04-28T11:53:23
5544,2884,PL7197759080283,savings,PLN,13532.84,closed,2025-11-05T07:46:20
5545,2885,ES9383080595109,checking,EUR,6250.02,active,2025-06-29T17:20:03
5546,2885,ES3906696379858,savings,EUR,11184.31,active,2025-12-11T14:43:53
5547,2886,US5894739947462,checking,USD,4553.14,active,2021-06-27T15:09:13
5548,2886,US9519406423654,checking,USD,2723.39,active,2024-09-25T00:37:36
5549,2886,US7957464022381,savings,USD,3416.22,active,2024-08-13T21:36:05
5550,2887,IE9481508563450,checking,EUR,3894.75,active,2024-03-06T22:53:24
5551,2887,IE2314419453474,savings,EUR,5276.49,active,2022-06-16T15:46:19
5552,2888,US8164727491606,checking,USD,3780.13,closed,2024-12-21T08:20:16
5553,2889,TR7746101852235,credit,TRY,-70626.88,frozen,2025-06-23T02:21:57
5554,2889,TR6028799952602,savings,TRY,1027809.75,closed,2023-08-29T16:10:01
5555,2890,BR2195466031936,checking,BRL,14827.26,frozen,2023-12-28T17:54:14
5556,2891,IN2131263571081,checking,INR,469140.32,active,2023-05-23T20:00:57
5557,2892,AU9835249299663,checking,AUD,398.46,active,2026-01-01T15:30:11
5558,2893,DE3500646119842,checking,EUR,6105.05,active,2025-07-20T16:57:26
5559,2893,DE8389706936211,checking,EUR,3222.4,active,2025-05-24T08:39:12
5560,2893,DE8753310222363,checking,EUR,3702.75,closed,2025-08-19T10:15:04
5561,2894,UA8920659093790,checking,UAH,156854.5,frozen,2023-05-20T04:39:14
5562,2894,UA6831555952405,checking,UAH,53307.57,active,2025-11-19T06:44:39
5563,2895,US8405324060338,credit,USD,-289.14,active,2026-05-07T22:34:01
5564,2895,US6268775565744,checking,USD,7987.86,frozen,2026-03-18T14:21:06
5565,2896,FR7431363676895,checking,EUR,4097.64,active,2024-09-22T07:57:24
5566,2897,MX2100788862128,checking,MXN,67959.82,active,2026-05-13T17:12:37
5567,2897,MX3765871931772,credit,MXN,-32493.75,active,2026-04-30T11:56:47
5568,2897,MX9138946310446,checking,MXN,97815.27,active,2026-04-19T02:08:54
5569,2897,MX3845174568794,checking,MXN,68314.65,frozen,2026-04-09T02:00:05
5570,2898,GB2425656783732,checking,GBP,5808.26,active,2025-01-08T23:56:13
5571,2898,GB7188880720510,checking,GBP,6248.36,active,2025-11-24T14:57:51
5572,2899,DE8983434128665,savings,EUR,1457.77,active,2024-03-02T09:58:24
5573,2899,DE6860754060941,checking,EUR,1132.82,active,2024-12-06T00:46:25
5574,2899,DE6128138673442,checking,EUR,6603.16,active,2024-05-08T10:11:28
5575,2900,US7509390247061,credit,USD,-4593.63,active,2024-07-21T07:13:15
5576,2900,US4574909033697,checking,USD,2587.94,frozen,2023-03-14T15:28:56
5577,2900,US8815334732147,savings,USD,23792.22,active,2023-05-27T04:54:46
5578,2901,FR8427228152662,savings,EUR,38026.27,active,2026-01-13T21:40:44
5579,2901,FR4625580035594,savings,EUR,52.46,closed,2026-02-07T09:35:44
5580,2902,US5288552274626,credit,USD,-3313.6,active,2025-12-07T11:39:15
5581,2903,JP8979393865642,savings,JPY,2493723.83,frozen,2025-05-31T03:38:39
5582,2904,ES9346513778772,checking,EUR,6665.18,active,2026-05-08T10:14:54
5583,2904,ES7481863376727,checking,EUR,2477.56,active,2026-05-02T16:53:41
5584,2904,ES4609272093824,checking,EUR,3767.61,active,2026-04-20T13:04:40
5585,2905,BR4209401935868,savings,BRL,135638.04,active,2025-07-30T09:11:21
5586,2905,BR2697994577696,credit,BRL,-23314.95,active,2026-05-02T02:14:50
5587,2905,BR6399822737519,checking,BRL,31203.38,closed,2025-05-14T22:23:27
5588,2906,US9819650564693,savings,USD,33.8,frozen,2025-11-06T01:15:44
5589,2906,US6256179485643,credit,USD,-1746.13,active,2025-03-11T15:04:51
5590,2906,US4864408042820,checking,USD,6754,active,2023-05-16T19:37:26
5591,2906,US9797722446193,savings,USD,33479.99,active,2026-01-16T15:33:29
5592,2907,PL3607944820287,savings,PLN,39661.23,active,2023-01-23T17:23:10
5593,2908,IT2562282969376,checking,EUR,2515.87,active,2023-07-29T19:21:29
5594,2909,MX3494752280690,checking,MXN,107747.82,active,2024-11-28T17:48:21
5595,2910,CA4918259146947,credit,CAD,-4944.53,active,2026-04-12T11:22:28
5596,2910,CA3552917451924,checking,CAD,3956.04,frozen,2026-03-18T12:08:52
5597,2911,MX6015391050987,savings,MXN,635733.76,active,2025-10-26T08:04:35
5598,2912,IN4026804699174,credit,INR,-128216.84,closed,2023-09-04T19:33:53
5599,2913,PL1144502396818,savings,PLN,8880.97,frozen,2024-07-22T04:29:23
5600,2913,PL1370390788532,checking,PLN,5504.05,closed,2023-01-17T01:11:36
5601,2914,MX6335486247527,checking,MXN,83763.68,active,2023-06-23T18:44:17
5602,2914,MX6597832644082,checking,MXN,43770.49,active,2024-07-24T01:54:57
5603,2915,BR7305160520002,savings,BRL,98701.69,active,2022-12-12T07:23:11
5604,2915,BR7233031742765,credit,BRL,-15195.81,active,2023-12-12T14:01:15
5605,2916,ES8037276527073,credit,EUR,-3991.37,active,2024-11-28T12:47:46
5606,2916,ES7651095296772,savings,EUR,18186.07,active,2024-06-17T13:49:05
5607,2916,ES9831016162579,savings,EUR,35337.87,active,2024-06-27T14:21:13
5608,2917,FR7458451160348,credit,EUR,-2222.69,active,2022-07-04T01:47:00
5609,2918,AE7904029161277,credit,AED,-3021.64,active,2023-07-09T17:56:34
5610,2918,AE2154734872525,savings,AED,10310.06,active,2024-05-21T18:43:43
5611,2918,AE8776415682207,savings,AED,30117.54,active,2023-03-18T09:19:53
5612,2919,NL5699109233674,credit,EUR,-4535.62,active,2025-12-20T02:00:36
5613,2920,SG1705268494345,checking,SGD,5766.92,active,2024-06-22T16:34:35
5614,2921,JP9980030582571,credit,JPY,-149164.76,frozen,2025-06-11T22:16:58
5615,2921,JP7933150689434,checking,JPY,371013.1,closed,2024-12-30T08:25:53
5616,2922,ES7575399866172,checking,EUR,7734.38,active,2025-09-17T13:15:36
5617,2922,ES7917300443364,savings,EUR,8717.58,active,2026-04-08T08:34:21
5618,2923,GB7132009857798,savings,GBP,36243.72,frozen,2024-10-23T06:14:41
5619,2923,GB7781513074539,savings,GBP,14881.15,active,2025-09-05T19:51:04
5620,2924,SG4286510799193,savings,SGD,14999.68,frozen,2024-08-30T09:33:37
5621,2925,PL5417637252366,checking,PLN,1929.56,closed,2024-09-05T17:38:40
5622,2926,IN9600966787552,checking,INR,166421.78,active,2022-11-24T16:57:02
5623,2926,IN9987846190591,savings,INR,3144896.79,active,2021-10-21T02:39:13
5624,2927,IN1012582484196,checking,INR,201316.46,active,2024-04-26T18:41:23
5625,2928,AT7404654588959,checking,EUR,5219.06,active,2025-03-15T00:56:48
5626,2929,MX4048203363230,checking,MXN,36053.83,frozen,2025-10-12T08:17:03
5627,2930,CA2467084179408,savings,CAD,23645.2,active,2022-08-09T15:16:31
5628,2931,AU4359528199057,credit,AUD,-2654.49,frozen,2025-09-11T12:50:57
5629,2932,DE2237760418732,checking,EUR,6988.72,active,2025-07-30T21:31:08
5630,2933,AE6021095092313,savings,AED,13229.84,active,2026-03-14T02:18:51
5631,2934,JP2986560016186,checking,JPY,895730.32,active,2025-03-15T08:37:59
5632,2935,GB8109289527803,savings,GBP,34127.27,closed,2025-09-04T21:50:51
5633,2935,GB4162908330336,savings,GBP,14849.41,frozen,2026-05-13T10:23:49
5634,2935,GB1584469829980,savings,GBP,16600.99,active,2025-03-21T21:43:45
5635,2936,AT7738261142672,checking,EUR,2926.75,closed,2024-08-19T09:09:24
5636,2936,AT3013455574905,checking,EUR,5410.06,active,2026-02-02T03:22:16
5637,2937,IT3745140290425,checking,EUR,6840.8,active,2026-04-23T16:10:32
5638,2937,IT9662491915358,checking,EUR,1899.47,active,2026-04-12T04:06:12
5639,2938,BR7887426559678,checking,BRL,22597.54,active,2022-08-29T23:49:54
5640,2938,BR1138999661189,savings,BRL,172566.85,active,2023-11-04T10:08:33
5641,2939,IT6779128326861,checking,EUR,3471.73,active,2026-01-28T21:04:07
5642,2939,IT8890602038324,checking,EUR,246.42,active,2022-08-12T12:33:12
5643,2939,IT4245530099769,checking,EUR,6312.39,active,2024-12-21T09:13:46
5644,2940,DE4365231389513,credit,EUR,-996.57,frozen,2026-05-12T12:44:18
5645,2940,DE8237102193587,checking,EUR,2089.11,active,2026-04-14T07:30:43
5646,2941,GB3799549473714,checking,GBP,6598.07,frozen,2024-08-11T07:49:53
5647,2941,GB2595050579019,savings,GBP,20209.42,closed,2025-04-23T22:36:06
5648,2941,GB1741605521348,savings,GBP,39492.34,frozen,2025-07-10T08:17:21
5649,2941,GB8157505144854,checking,GBP,6201.44,active,2025-12-06T22:06:11
5650,2942,UA4730018373565,savings,UAH,114149.93,closed,2023-10-11T14:13:18
5651,2942,UA6089308848528,checking,UAH,185667.03,active,2025-01-06T11:48:24
5652,2942,UA9126463771249,checking,UAH,16991.29,closed,2024-05-07T10:34:37
5653,2943,TR8042315027252,checking,TRY,151578.14,closed,2025-09-01T19:44:37
5654,2944,US1427788610919,savings,USD,26718.84,active,2026-02-21T15:01:53
5655,2944,US5510329974382,credit,USD,-1163.18,active,2024-11-28T21:24:41
5656,2945,PT6564026056481,checking,EUR,3125.43,active,2026-02-02T04:39:12
5657,2946,US7611344614781,checking,USD,368.55,active,2026-05-16T01:08:46
5658,2946,US3037582892518,checking,USD,953.47,active,2026-04-24T13:41:05
5659,2947,IN9829223724564,checking,INR,592022.9,active,2025-08-02T03:46:35
5660,2948,US3397880860860,checking,USD,1018.38,active,2025-09-09T07:55:11
5661,2948,US5098007446289,checking,USD,6054.11,closed,2024-03-28T23:36:51
5662,2948,US1440747842848,checking,USD,4685.6,active,2025-10-05T23:53:22
5663,2948,US8341600035075,checking,USD,4492.98,active,2024-04-14T10:42:04
5664,2949,ZA7780827370769,checking,ZAR,3812.68,active,2024-10-02T02:13:53
5665,2949,ZA5450167391774,checking,ZAR,2600.83,active,2023-06-01T02:05:32
5666,2950,GB1073843464715,checking,GBP,7835.92,frozen,2023-01-11T05:15:46
5667,2951,JP5475889611644,checking,JPY,315100.18,active,2023-11-11T01:42:30
5668,2952,IN8833868618325,savings,INR,2422605.55,active,2026-03-23T03:27:56
5669,2952,IN6799641324237,checking,INR,291718.27,active,2025-03-20T19:32:35
5670,2953,PL7047014035693,checking,PLN,6350.12,frozen,2026-04-15T22:03:46
5671,2953,PL7217638950875,credit,PLN,-32.35,active,2023-08-04T05:56:31
5672,2953,PL4605724951235,savings,PLN,24120.6,active,2023-09-03T05:47:39
5673,2954,ES5596425756458,savings,EUR,12718.94,frozen,2023-01-31T14:55:17
5674,2954,ES9840978297261,savings,EUR,36535.02,active,2024-12-06T23:06:04
5675,2955,AU5208233276662,credit,AUD,-3284.16,active,2025-12-16T09:04:02
5676,2955,AU4871618572053,credit,AUD,-2170.62,frozen,2026-03-08T13:59:41
5677,2956,DE1011661520427,savings,EUR,32953.54,active,2022-05-21T00:05:54
5678,2957,SG1539287217686,checking,SGD,5964.26,active,2025-01-25T10:16:32
5679,2957,SG1197771744964,savings,SGD,38108.21,closed,2024-03-25T15:16:39
5680,2957,SG1458869536494,savings,SGD,37022.91,active,2024-11-02T17:05:51
5681,2958,CA5237756277891,checking,CAD,237.41,active,2021-09-19T17:08:55
5682,2958,CA6578734085911,savings,CAD,24818.93,closed,2021-08-07T14:59:08
5683,2958,CA1707193569046,credit,CAD,-27.61,active,2024-04-29T05:27:22
5684,2959,JP1267064552206,savings,JPY,3159246.58,active,2025-10-10T03:08:48
5685,2959,JP8567976112071,checking,JPY,547738.92,active,2024-02-20T19:12:11
5686,2960,IT2240006388381,checking,EUR,3163.04,active,2023-05-14T04:10:10
5687,2960,IT3659670059500,savings,EUR,28.12,closed,2023-06-20T16:40:04
5688,2961,JP7985326842756,savings,JPY,3808657.51,active,2024-11-16T08:25:05
5689,2962,IN7645357382302,savings,INR,2928453.14,frozen,2025-11-14T23:24:25
5690,2962,IN4567016629791,savings,INR,1868706.26,closed,2023-09-14T01:51:47
5691,2962,IN4230223771871,checking,INR,605473.52,active,2023-01-19T21:21:11
5692,2963,GB9680323651372,savings,GBP,7878.25,active,2025-03-14T01:07:28
5693,2964,GB6787799578404,checking,GBP,1778.78,closed,2023-09-25T16:30:55
5694,2964,GB4729293170927,checking,GBP,6890.95,frozen,2024-08-11T14:17:01
5695,2965,CA5188627038531,savings,CAD,28840.39,active,2026-01-26T07:37:46
5696,2965,CA2375603692018,savings,CAD,34514.95,frozen,2024-03-07T21:08:34
5697,2966,CN1569291582271,savings,CNY,38780.97,active,2023-11-21T07:42:12
